Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance OG,Performance Recov,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Expected xA,Expected A-xAG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,KP,1/3,PPA,CrsPA,PrgP
38,Brandon Aguilera,cr CRC,FW,Nott'ham Forest,eng Premier League,21,2003,0,0,0,0.1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,4,8,50.0,48,23,0,1,0,0,0
39,Naouirou Ahamada,fr FRA,"MF,FW",Crystal Palace,eng Premier League,22,2002,0,0,0,3.9,0,0,0,0,0,0,4,1,1,9,6,1,6,2,0,30,0.5,0.5,0.0,0.5,0.1,0.0,0.05,-0.5,-0.5,19,25,20,0.0,0.0,0.0,0.0,0.0,0.13,0.01,0.13,0.13,0.13,3.9,13,9,5,6,2,8,17,47.1,9,3,0,3,2,15,4,0,0,9,2,22.2,2.32,0.52,0.0,0.0,20.4,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,9,2.3,9,0,0,0,0,0,3,0.77,3,0,0,0,0,0,3,3,50.0,150,187,80.2,2455,628,1,12,0,0,25
40,Anel Ahmedhodžić,ba BIH,DF,Sheffield Utd,eng Premier League,25,1999,0,0,0,29.4,2,0,2,2,0,0,11,1,1,34,13,2,6,35,0,107,3.1,3.1,0.8,4,0.6,-0.8,0.17,-1.1,-1.1,15,43,21,0.07,0.0,0.07,0.07,0.07,0.11,0.03,0.14,0.11,0.14,29.4,64,36,48,14,2,30,49,61.2,19,43,26,17,35,99,137,2,2,19,5,26.3,0.65,0.17,0.11,0.4,11.9,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,26,0.88,23,0,0,3,0,0,1,0.03,0,0,0,1,0,0,51,37,58.0,745,988,75.4,12681,5037,7,41,3,1,43
41,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,29,1995,0,0,0,4.5,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,22,0.1,0.1,0.1,0.2,0.0,-0.1,0.03,-0.1,-0.1,2,12,0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04,4.5,8,3,6,2,0,4,8,50.0,4,3,1,2,4,12,28,0,0,3,0,0.0,0.66,0.0,0.0,0.0,15.8,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,6,1.33,4,0,1,1,0,0,1,0.22,0,0,0,1,0,0,14,9,60.9,145,185,78.4,2918,1187,1,8,1,0,12
42,Ola Aina,ng NGA,DF,Nott'ham Forest,eng Premier League,28,1996,0,0,0,18.8,1,1,2,1,0,0,3,0,0,18,25,2,28,18,0,97,0.3,0.3,0.9,1.2,1.0,0.1,0.02,0.7,0.7,53,68,38,0.05,0.05,0.11,0.05,0.11,0.01,0.05,0.06,0.01,0.06,18.8,47,31,31,12,4,29,41,70.7,12,19,3,16,18,65,51,1,1,11,1,9.1,0.59,0.05,0.09,1.0,26.6,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,38,2.02,25,5,3,1,3,1,1,0.05,1,0,0,0,0,0,16,12,57.1,603,802,75.2,9610,4012,11,58,13,6,68
43,Rayan Aït-Nouri,dz ALG,"DF,MF",Wolves,eng Premier League,23,2001,0,0,0,25.9,2,1,3,2,0,0,7,0,0,25,53,8,41,15,0,136,3.3,3.3,2.4,5.6,1.7,-1.4,0.14,-1.3,-1.3,67,99,99,0.08,0.04,0.12,0.08,0.12,0.13,0.09,0.22,0.13,0.22,25.9,71,44,41,23,7,28,49,57.1,21,32,6,26,15,86,38,0,2,24,8,33.3,0.93,0.31,0.08,0.25,16.8,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,65,2.51,41,9,6,3,6,0,5,0.19,2,0,0,0,3,0,21,25,45.7,1005,1190,84.5,13946,3935,25,60,13,4,99
44,Tosin Aiyegun,bj BEN,"MF,FW",Lorient,fr Ligue 1,26,1998,0,0,0,10.0,2,0,2,2,0,0,0,1,0,13,16,3,8,2,0,33,1.8,1.8,0.3,2.1,0.3,-0.3,0.17,0.2,0.2,17,16,52,0.2,0.0,0.2,0.2,0.2,0.18,0.03,0.21,0.18,0.21,10.0,6,4,2,3,1,3,9,33.3,6,4,1,3,2,8,8,0,2,11,3,27.3,1.1,0.3,0.18,0.67,22.7,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,13,1.3,12,0,0,0,1,0,1,0.1,0,0,0,0,1,0,6,10,37.5,154,203,75.9,2377,486,7,7,2,0,16
45,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,26,1998,0,0,0,20.4,2,1,3,2,0,0,5,0,0,25,10,1,22,25,0,60,1.3,1.3,2.3,3.6,2.7,-1.3,0.11,0.7,0.7,22,61,31,0.1,0.05,0.15,0.1,0.15,0.06,0.11,0.18,0.06,0.18,20.4,38,21,25,9,4,23,36,63.9,13,26,11,15,25,63,79,1,2,12,4,33.3,0.59,0.2,0.17,0.5,9.9,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,27,1.33,24,0,1,2,0,0,3,0.15,3,0,0,0,0,0,63,23,73.3,610,810,75.3,10210,3786,12,56,10,3,61
46,Ludovic Ajorque,fr FRA,FW,Mainz 05,de Bundesliga,30,1994,0,0,0,15.1,2,0,2,2,0,2,4,0,0,28,15,5,3,4,0,49,5.3,3.7,1.0,4.7,1.6,-1.0,0.14,-3.3,-1.7,5,21,88,0.13,0.0,0.13,0.13,0.13,0.35,0.06,0.41,0.25,0.31,15.1,3,2,1,2,0,2,11,18.2,9,6,2,4,4,7,11,0,2,27,6,22.2,1.79,0.4,0.07,0.33,13.1,0,0,2,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,37,2.45,29,1,0,1,5,1,0,0.0,0,0,0,0,0,0,78,91,46.2,318,453,70.2,4546,479,16,21,3,0,21
47,Manuel Akanji,ch SUI,"DF,MF",Manchester City,eng Premier League,29,1995,0,0,0,27.9,2,0,2,2,0,0,4,1,1,17,19,0,9,23,0,142,1.9,1.9,0.5,2.4,1.8,-0.5,0.13,0.1,0.1,46,148,36,0.07,0.0,0.07,0.07,0.07,0.07,0.02,0.09,0.07,0.09,27.9,42,28,16,18,8,22,39,56.4,17,28,12,16,23,65,70,3,2,15,5,33.3,0.54,0.18,0.13,0.4,17.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,55,1.97,45,1,0,3,2,4,4,0.14,4,0,0,0,0,0,27,27,50.0,2180,2334,93.4,35688,9787,13,214,15,2,148
48,Marley Aké,fr FRA,FW,Udinese,it Serie A,23,2001,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0
49,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,29,1995,0,0,0,22.7,2,2,4,2,0,0,0,0,0,10,18,0,11,14,0,119,2.5,2.5,1.2,3.7,1.1,0.8,0.12,-0.5,-0.5,24,116,18,0.09,0.09,0.18,0.09,0.18,0.11,0.05,0.16,0.11,0.16,22.7,26,16,15,8,3,13,20,65.0,7,17,2,15,14,40,54,0,2,20,5,25.0,0.88,0.22,0.1,0.4,10.8,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,36,1.59,28,0,2,4,1,1,6,0.26,3,0,1,2,0,0,46,28,62.2,1716,1864,92.1,26189,8717,10,148,5,1,116
50,Ilias Akhomach,ma MAR,"MF,FW",Villarreal,es La Liga,20,2004,0,0,0,16.8,2,2,4,2,0,0,4,0,0,41,35,4,29,13,0,70,3.2,3.2,2.6,5.7,2.5,-0.6,0.11,-1.2,-1.2,68,45,160,0.12,0.12,0.24,0.12,0.24,0.19,0.15,0.34,0.19,0.34,16.8,36,21,11,16,9,10,20,50.0,10,10,2,8,13,49,13,0,2,30,7,23.3,1.79,0.42,0.07,0.29,18.1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,57,3.4,34,2,13,2,5,1,3,0.18,2,0,1,0,0,0,3,7,30.0,372,481,77.3,5109,1318,21,20,24,6,45
51,Sergio Akieme,es ESP,DF,Almería,es La Liga,27,1997,0,0,0,18.6,2,0,2,2,0,0,2,0,0,18,17,1,57,10,0,99,1.2,1.2,2.2,3.3,2.1,-2.2,0.13,0.8,0.8,27,28,72,0.11,0.0,0.11,0.11,0.11,0.06,0.12,0.18,0.06,0.18,18.6,27,15,18,7,2,13,16,81.3,3,14,4,10,10,37,34,0,2,9,5,55.6,0.48,0.27,0.22,0.4,17.4,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,32,1.72,22,3,4,1,2,0,1,0.05,0,0,0,1,0,0,10,15,40.0,620,801,77.4,10224,3150,17,30,14,12,28
52,Sergio Akieme,es ESP,DF,Reims,fr Ligue 1,27,1997,0,0,0,9.1,2,0,2,2,0,0,2,0,0,17,10,0,21,10,0,40,1.4,1.4,0.4,1.8,0.4,-0.4,0.13,0.6,0.6,20,20,34,0.22,0.0,0.22,0.22,0.22,0.16,0.04,0.2,0.16,0.2,9.1,11,5,6,3,2,8,11,72.7,3,9,3,6,10,21,25,0,2,11,2,18.2,1.21,0.22,0.18,1.0,18.3,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,19,2.09,12,1,3,2,0,1,1,0.11,0,0,0,1,0,0,6,4,60.0,277,350,79.1,4318,1253,6,15,4,2,20
53,Ebenezer Akinsanmiro,ng NGA,MF,Inter,it Serie A,20,2004,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.23,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,1,6.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,7,8,87.5,83,45,1,1,1,0,2
54,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,fr Ligue 1,22,2002,0,0,0,17.9,7,4,11,7,0,0,5,0,0,33,31,1,54,9,0,110,5.4,5.4,3.5,8.9,3.4,0.5,0.15,1.6,1.6,46,93,135,0.39,0.22,0.61,0.39,0.61,0.3,0.19,0.49,0.3,0.49,17.9,37,23,12,20,5,12,36,33.3,24,21,0,21,9,46,3,0,7,36,22,61.1,2.01,1.23,0.19,0.32,15.7,1,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,88,4.91,59,11,6,3,4,5,9,0.5,7,0,0,0,0,2,4,19,17.4,645,833,77.4,9118,2859,38,64,38,3,93
55,Paul Akouokou,ci CIV,MF,Betis,es La Liga,27,1997,0,0,0,0.3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,5,3,0,2,3,3,3,100.0,0,3,1,2,1,6,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,16,17,94.1,280,65,0,0,0,0,1
56,Paul Akouokou,ci CIV,MF,Lyon,fr Ligue 1,27,1997,0,0,0,3.4,0,0,0,0,0,0,1,0,0,9,3,0,0,6,0,25,0.1,0.1,0.0,0.1,0.1,0.0,0.03,-0.1,-0.1,0,13,2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,3.4,14,9,2,10,2,6,7,85.7,1,5,1,4,6,20,11,0,0,2,0,0.0,0.59,0.0,0.0,0.0,15.7,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,6,1.75,4,0,1,0,0,1,0,0.0,0,0,0,0,0,0,8,5,61.5,158,185,85.4,2723,717,0,16,0,0,13
57,Jean-Daniel Akpa-Akpro,ci CIV,MF,Monza,it Serie A,32,1992,0,0,0,7.8,0,0,0,0,0,0,5,0,0,15,5,0,1,12,0,29,0.5,0.5,0.1,0.6,0.2,-0.1,0.08,-0.5,-0.5,11,10,12,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,7.8,20,11,14,4,2,3,9,33.3,6,10,4,6,12,32,15,1,0,7,3,42.9,0.89,0.38,0.0,0.0,26.6,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,5,0.64,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,7,41.7,220,263,83.7,3557,826,1,14,0,0,10
58,David Akpan Ankeye,ng NGA,FW,Genoa,it Serie A,22,2002,0,0,0,0.6,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,4,0.0,0.0,0.0,0,0.4,0.0,0.0,0.0,0.0,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,1,1.58,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,8,9,88.9,85,20,0,0,1,0,1
59,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,29,1995,0,0,0,12.2,0,0,0,0,0,0,7,0,0,15,14,0,4,18,0,60,0.3,0.3,0.3,0.6,0.4,-0.3,0.15,-0.3,-0.3,10,55,9,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.02,0.05,12.2,35,18,22,12,1,26,35,74.3,9,28,8,20,18,53,32,0,0,2,0,0.0,0.16,0.0,0.0,0.0,6.8,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,16,1.31,13,0,2,0,1,0,3,0.25,3,0,0,0,0,0,25,21,54.3,611,711,85.9,10584,3879,5,71,2,0,55
60,David Alaba,at AUT,DF,Real Madrid,es La Liga,32,1992,0,0,0,12.8,0,1,1,0,0,0,2,0,0,4,0,0,17,15,1,63,1.0,1.0,0.7,1.6,0.8,0.3,0.07,-1.0,-1.0,9,51,13,0.0,0.08,0.08,0.0,0.08,0.08,0.05,0.13,0.08,0.13,12.8,13,9,7,5,1,4,8,50.0,4,10,7,3,15,28,34,0,0,14,3,21.4,1.09,0.23,0.0,0.0,19.8,6,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,18,1.4,13,4,0,1,0,0,1,0.08,0,1,0,0,0,0,10,9,52.6,810,904,89.6,12977,4997,10,56,5,0,51
61,Luis Alberto,es ESP,MF,Lazio,it Serie A,32,1992,0,0,0,25.7,5,7,12,5,0,0,7,0,0,16,23,6,150,7,0,140,4.7,4.7,4.7,9.4,4.8,2.3,0.08,0.3,0.3,83,212,124,0.19,0.27,0.47,0.19,0.47,0.18,0.18,0.37,0.18,0.37,25.7,35,20,16,12,7,15,53,28.3,38,34,4,30,7,42,13,0,5,56,15,26.8,2.18,0.58,0.09,0.33,22.0,4,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,118,4.6,81,29,0,7,0,1,9,0.35,8,1,0,0,0,0,10,19,34.5,1303,1679,77.6,20459,6568,64,172,48,4,212
62,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,39,1985,0,0,0,22.6,0,1,1,0,0,0,6,0,0,21,8,1,0,16,0,75,0.4,0.4,0.8,1.3,0.6,0.2,0.07,-0.4,-0.4,8,62,0,0.0,0.04,0.04,0.0,0.04,0.02,0.04,0.06,0.02,0.06,22.6,25,14,15,9,1,18,27,66.7,9,31,24,7,16,41,102,0,0,6,1,16.7,0.27,0.04,0.0,0.0,9.5,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,4,0.18,2,0,0,2,0,0,1,0.04,1,0,0,0,0,0,46,29,61.3,1095,1272,86.1,22569,8497,3,64,1,0,62
63,Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,33,1991,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,7,10,70.0,130,30,0,0,0,0,0
64,Carlos Alcaraz,ar ARG,MF,Juventus,it Serie A,22,2002,0,0,0,4.2,0,1,1,0,0,0,0,0,0,5,5,0,1,5,0,17,0.4,0.4,0.1,0.5,0.4,0.9,0.03,-0.4,-0.4,6,27,9,0.0,0.24,0.24,0.0,0.24,0.09,0.03,0.12,0.09,0.12,4.2,6,6,0,6,0,5,10,50.0,5,5,2,3,5,11,4,0,0,11,2,18.2,2.61,0.47,0.0,0.0,24.0,2,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,6,1.42,6,0,0,0,0,0,1,0.24,1,0,0,0,0,0,2,9,18.2,143,165,86.7,2573,754,2,20,4,0,27
65,Rubén Alcaraz,es ESP,MF,Cádiz,es La Liga,33,1991,0,0,0,34.8,3,1,4,1,2,2,14,0,0,84,71,1,36,33,0,234,3.3,1.7,1.4,3.1,1.6,-0.4,0.04,-0.3,-0.7,27,154,37,0.09,0.03,0.11,0.03,0.06,0.09,0.04,0.13,0.05,0.09,34.8,97,59,39,52,6,50,121,41.3,71,60,14,46,33,130,55,2,3,46,10,21.7,1.32,0.29,0.02,0.1,24.9,8,2,2,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,75,2.15,52,10,1,7,2,3,5,0.14,3,0,0,2,0,0,47,49,49.0,1271,1582,80.3,23608,6666,23,151,16,3,154
66,Omar Alderete,py PAR,DF,Getafe,es La Liga,28,1996,0,0,0,24.4,0,1,1,0,0,0,8,1,0,34,11,2,5,13,0,107,1.2,1.2,1.0,2.2,0.8,0.0,0.05,-1.2,-1.2,23,98,9,0.0,0.04,0.04,0.0,0.04,0.05,0.04,0.09,0.05,0.09,24.4,28,21,15,13,0,19,35,54.3,16,30,18,12,13,41,111,0,0,24,5,20.8,0.98,0.21,0.0,0.0,19.7,3,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,31,1.27,24,0,4,2,1,0,3,0.12,3,0,0,0,0,0,55,45,55.0,678,1056,64.2,16564,7319,13,98,14,1,98
67,Iván Alejo,es ESP,MF,Cádiz,es La Liga,29,1995,0,0,0,18.8,0,2,2,0,0,0,17,0,0,49,49,9,151,7,0,87,0.5,0.5,1.3,1.8,2.8,0.7,0.04,-0.5,-0.5,48,31,104,0.0,0.11,0.11,0.0,0.11,0.03,0.07,0.1,0.03,0.1,18.8,40,23,23,11,6,17,57,29.8,40,20,0,20,7,47,17,0,0,11,2,18.2,0.59,0.11,0.0,0.0,21.9,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,37,1.97,25,3,1,0,8,0,5,0.27,3,0,0,0,2,0,15,18,45.5,245,481,50.9,4241,1711,16,17,25,22,31
68,Carles Aleñá,es ESP,MF,Getafe,es La Liga,26,1998,0,0,0,11.3,1,1,2,1,0,0,6,0,0,22,18,3,33,4,0,53,1.2,1.2,1.6,2.8,1.0,-0.6,0.08,-0.2,-0.2,12,23,45,0.09,0.09,0.18,0.09,0.18,0.11,0.14,0.25,0.11,0.25,11.3,24,8,7,14,3,10,24,41.7,14,14,3,11,4,28,13,0,1,16,5,31.3,1.41,0.44,0.06,0.2,18.8,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,36,3.18,21,12,0,1,1,1,2,0.18,1,1,0,0,0,0,11,19,36.7,308,396,77.8,5315,1146,18,31,3,2,23
69,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,26,1998,0,0,0,23.9,3,4,7,3,0,0,6,0,0,9,9,2,168,31,0,176,2.6,2.3,7.2,9.5,6.1,-3.2,0.05,0.4,0.7,45,205,97,0.13,0.17,0.29,0.13,0.29,0.11,0.3,0.41,0.1,0.4,23.9,39,26,26,11,2,27,87,31.0,60,22,2,20,31,70,48,5,3,47,8,17.0,1.96,0.33,0.06,0.38,24.4,5,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,126,5.27,80,33,5,6,0,2,7,0.29,4,3,0,0,0,0,8,6,57.1,1553,2062,75.3,30386,12434,64,202,57,18,205
70,Aboubacar Ali,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,18,2006,0,0,0,1.4,0,1,1,0,0,0,0,0,0,4,1,0,6,1,0,5,0.2,0.2,0.1,0.3,0.1,0.9,0.06,-0.2,-0.2,3,3,12,0.0,0.69,0.69,0.0,0.69,0.17,0.05,0.22,0.17,0.22,1.4,2,0,0,2,0,0,0,0.0,0,1,0,1,1,3,2,0,0,4,2,50.0,2.77,1.38,0.0,0.0,19.4,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,1,0.69,1,0,0,0,0,0,1,0.69,1,0,0,0,0,0,1,5,16.7,22,34,64.7,287,51,1,4,1,0,3
71,Mohamed Ali Cho,fr FRA,"FW,MF",Real Sociedad,es La Liga,20,2004,0,0,0,2.8,0,0,0,0,0,0,0,0,0,5,6,3,11,1,0,16,0.4,0.4,0.1,0.5,0.3,-0.1,0.13,-0.4,-0.4,16,3,19,0.0,0.0,0.0,0.0,0.0,0.14,0.04,0.18,0.14,0.18,2.8,4,3,3,1,0,2,7,28.6,5,6,0,6,1,5,1,0,0,3,0,0.0,1.08,0.0,0.0,0.0,17.4,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,3,1.08,1,0,1,0,1,0,1,0.36,0,0,0,0,1,0,3,6,33.3,38,66,57.6,502,124,1,1,0,0,3
72,Mohamed Ali Cho,fr FRA,FW,Nice,fr Ligue 1,20,2004,0,0,0,9.6,1,2,3,1,0,0,2,0,0,17,22,3,44,3,0,30,1.1,1.1,2.0,3.1,1.4,0.0,0.06,-0.1,-0.1,48,25,77,0.1,0.21,0.31,0.1,0.31,0.12,0.21,0.32,0.12,0.32,9.6,12,9,4,7,1,3,11,27.3,8,10,0,10,3,15,6,0,1,18,6,33.3,1.88,0.63,0.06,0.17,21.1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,34,3.56,20,4,5,0,5,0,4,0.42,3,0,0,0,1,0,5,12,29.4,193,268,72.0,3014,731,14,10,11,2,25
73,Faride Alidou,de GER,"FW,MF",Köln,de Bundesliga,23,2001,0,0,0,14.2,4,0,4,4,0,0,4,0,0,21,23,3,39,8,0,57,3.0,3.0,0.6,3.6,0.7,-0.6,0.09,1.0,1.0,51,33,95,0.28,0.0,0.28,0.28,0.28,0.21,0.04,0.26,0.21,0.26,14.2,10,4,3,6,1,4,18,22.2,14,23,2,21,8,18,15,1,4,33,11,33.3,2.32,0.77,0.12,0.36,14.5,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,34,2.39,23,0,5,1,5,0,3,0.21,1,0,1,0,1,0,18,28,39.1,196,305,64.3,3211,831,14,14,7,3,33
74,Nabil Alioui,fr FRA,"MF,FW",Le Havre,fr Ligue 1,25,1999,0,0,0,11.2,4,1,5,4,0,0,1,0,0,10,20,5,54,3,0,36,2.4,2.4,2.2,4.6,2.5,-1.2,0.09,1.6,1.6,22,43,72,0.36,0.09,0.45,0.36,0.45,0.21,0.19,0.41,0.21,0.41,11.2,3,2,2,1,0,2,4,50.0,2,6,1,5,3,6,4,0,4,28,9,32.1,2.5,0.8,0.14,0.44,19.0,1,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,40,3.56,24,11,3,2,0,0,2,0.18,1,1,0,0,0,0,10,10,50.0,228,358,63.7,3856,1464,24,35,15,3,43
